timestamp,machine_id,production_line,temperature_C,vibration_mm_s,pressure_bar,status,fault_type
2024-01-02 10:00:00,MACH-001,Line-A,79.4,2.187,108.23,Fault,Low Pressure
2024-01-02 10:05:00,MACH-003,Line-A,68.69,0.477,103.41,Running,
2024-01-02 10:10:00,MACH-005,Line-A,62.49,0.395,120.38,Running,
2024-01-02 10:15:00,MACH-004,Line-B,68.15,0.575,98.9,Running,
2024-01-02 10:20:00,MACH-004,Line-A,93.87,0.202,118.29,Running,
2024-01-02 10:25:00,MACH-003,Line-B,87.66,2.469,117.82,Fault,
2024-01-02 10:30:00,MACH-004,Line-B,86.01,1.706,118.08,Idle,
2024-01-02 10:35:00,MACH-003,Line-C,69.12,0.597,91.64,Running,
2024-01-02 10:40:00,MACH-004,Line-C,94.77,1.992,98.51,Idle,
2024-01-02 10:45:00,MACH-002,Line-B,60.9,0.172,90.84,Running,
2024-01-02 10:50:00,MACH-004,Line-B,105.18,2.031,102.19,Fault,
2024-01-02 10:55:00,MACH-002,Line-B,79.04,0.485,107.31,Running,
2024-01-02 11:00:00,MACH-003,Line-A,65.93,0.306,99.32,Running,
2024-01-02 11:05:00,MACH-001,Line-B,102.53,1.989,105.79,Idle,
2024-01-02 11:10:00,MACH-005,Line-B,96.52,1.344,84.7,Idle,
2024-01-02 11:15:00,MACH-005,Line-A,60.45,0.531,105.25,Running,
2024-01-02 11:20:00,MACH-004,Line-C,102.72,1.78,93.43,Idle,
2024-01-02 11:25:00,MACH-002,Line-A,58.13,0.329,87.81,Running,
2024-01-02 11:30:00,MACH-005,Line-C,94.08,1.684,96.72,Warning,
2024-01-02 11:35:00,MACH-005,Line-B,73.88,0.347,97.49,Running,
2024-01-02 11:40:00,MACH-005,Line-B,89.61,1.368,78.64,Warning,Vibration Spike
2024-01-02 11:45:00,MACH-001,Line-A,96.2,1.47,99.08,Warning,Low Pressure
2024-01-02 11:50:00,MACH-005,Line-C,93.66,1.503,106.71,Warning,Sensor Error
2024-01-02 11:55:00,MACH-001,Line-C,62.9,0.087,107.16,Running,
2024-01-02 12:00:00,MACH-001,Line-A,84.01,0.471,98.55,Running,
2024-01-02 12:05:00,MACH-004,Line-B,79.9,0.794,99.56,Running,
2024-01-02 12:10:00,MACH-004,Line-B,70.17,0.097,85.88,Running,
2024-01-02 12:15:00,MACH-001,Line-A,72.15,0.799,99.55,Running,
2024-01-02 12:20:00,MACH-002,Line-B,75.86,-0.331,84.49,Running,
2024-01-02 12:25:00,MACH-005,Line-B,97.94,1.804,109.22,Warning,Motor Fault
2024-01-02 12:30:00,MACH-002,Line-A,95.2,1.724,92.61,Idle,
2024-01-02 12:35:00,MACH-002,Line-B,65.66,0.867,105.51,Running,
2024-01-02 12:40:00,MACH-005,Line-A,94.27,1.709,99.4,Idle,
2024-01-02 12:45:00,MACH-005,Line-A,66.9,0.514,82.71,Running,
2024-01-02 12:50:00,MACH-005,Line-C,76.77,1.165,88.35,Running,
2024-01-02 12:55:00,MACH-003,Line-C,70.17,0.447,105.27,Running,
2024-01-02 13:00:00,MACH-005,Line-C,69.51,0.624,87.46,Running,
2024-01-02 13:05:00,MACH-002,Line-A,91.26,1.635,88.52,Idle,
2024-01-02 13:10:00,MACH-003,Line-A,88.34,1.336,95.66,Idle,
2024-01-02 13:15:00,MACH-003,Line-A,102.54,1.809,88.68,Warning,Low Pressure
2024-01-02 13:20:00,MACH-003,Line-B,100.5,2.064,109.65,Idle,
2024-01-02 13:25:00,MACH-005,Line-B,97.92,1.624,104.95,Fault,Low Pressure
2024-01-02 13:30:00,MACH-001,Line-C,105.74,2.064,102.89,Warning,
2024-01-02 13:35:00,MACH-005,Line-C,100.89,1.936,95.39,Fault,Overheating
2024-01-02 13:40:00,MACH-005,Line-A,58.99,0.578,87.51,Running,
2024-01-02 13:45:00,MACH-002,Line-B,92.4,0.646,98.82,Running,
2024-01-02 13:50:00,MACH-002,Line-B,90.71,1.676,110.91,Idle,
2024-01-02 13:55:00,MACH-004,Line-B,89.85,1.647,93.09,Warning,
2024-01-02 14:00:00,MACH-005,Line-A,113.38,2.292,81.21,Warning,
2024-01-02 14:05:00,MACH-003,Line-A,77.92,0.169,106.62,Running,
2024-01-02 14:10:00,MACH-002,Line-A,73.74,1.199,90.86,Running,
2024-01-02 14:15:00,MACH-002,Line-A,71.03,0.549,112.89,Running,
2024-01-02 14:20:00,MACH-004,Line-B,94.32,2.356,114.01,Fault,
2024-01-02 14:25:00,MACH-004,Line-A,72.61,0.47,90.74,Running,
2024-01-02 14:30:00,MACH-005,Line-A,103.67,1.613,97.81,Warning,Low Pressure
2024-01-02 14:35:00,MACH-001,Line-A,92.84,1.832,100.34,Idle,
2024-01-02 14:40:00,MACH-002,Line-C,74.71,0.461,90.34,Running,
2024-01-02 14:45:00,MACH-005,Line-B,94.72,2.168,101.22,Warning,
2024-01-02 14:50:00,MACH-001,Line-C,68.7,0.456,101.84,Running,
2024-01-02 14:55:00,MACH-004,Line-A,74.79,0.606,102.8,Running,
2024-01-02 15:00:00,MACH-002,Line-A,70.55,0.344,89.14,Running,
2024-01-02 15:05:00,MACH-003,Line-A,106.28,0.962,87.92,Warning,
2024-01-02 15:10:00,MACH-003,Line-A,96.55,1.691,114.47,Idle,
2024-01-02 15:15:00,MACH-001,Line-C,94.39,1.556,107.93,Warning,
2024-01-02 15:20:00,MACH-001,Line-C,99.46,2.111,83.97,Idle,
2024-01-02 15:25:00,MACH-001,Line-C,100.65,1.882,121.35,Fault,Overheating
2024-01-02 15:30:00,MACH-005,Line-C,98.01,1.834,119.13,Warning,Sensor Error
2024-01-02 15:35:00,MACH-001,Line-A,67.27,0.735,96.24,Running,
2024-01-02 15:40:00,MACH-005,Line-A,75.18,0.026,96.79,Running,
2024-01-02 15:45:00,MACH-005,Line-C,76.91,-0.033,92.08,Running,
2024-01-02 15:50:00,MACH-005,Line-A,65.22,0.828,103.85,Running,
2024-01-02 15:55:00,MACH-005,Line-B,83.16,1.898,99.47,Idle,
2024-01-02 16:00:00,MACH-002,Line-B,67.62,0.933,109.65,Running,
2024-01-02 16:05:00,MACH-001,Line-B,92.75,1.663,130.98,Idle,
2024-01-02 16:10:00,MACH-002,Line-B,67.67,0.405,105.22,Running,
2024-01-02 16:15:00,MACH-001,Line-A,104.77,1.941,84.91,Fault,Sensor Error
2024-01-02 16:20:00,MACH-003,Line-B,64.79,0.859,105.62,Running,
2024-01-02 16:25:00,MACH-001,Line-B,81.55,0.757,100.28,Running,
2024-01-02 16:30:00,MACH-003,Line-B,78.47,0.643,87.93,Running,
2024-01-02 16:35:00,MACH-001,Line-C,78.21,0.822,106.79,Running,
2024-01-02 16:40:00,MACH-005,Line-C,75.83,0.464,85.11,Running,
2024-01-02 16:45:00,MACH-005,Line-B,82.17,0.335,97.34,Running,
2024-01-02 16:50:00,MACH-002,Line-B,74.25,0.736,103.68,Running,
2024-01-02 16:55:00,MACH-004,Line-B,78.84,0.381,100.4,Running,
2024-01-02 17:00:00,MACH-002,Line-B,87.41,1.515,101.6,Idle,
2024-01-02 17:05:00,MACH-001,Line-B,98.58,1.96,91.8,Warning,
2024-01-02 17:10:00,MACH-004,Line-B,61.49,0.736,92.17,Running,
2024-01-02 17:15:00,MACH-003,Line-B,86.26,1.614,100.82,Fault,Motor Fault
2024-01-02 17:20:00,MACH-003,Line-B,73.93,0.077,117.1,Running,
2024-01-02 17:25:00,MACH-004,Line-A,72.19,0.622,90.87,Running,
2024-01-02 17:30:00,MACH-005,Line-C,66.59,0.294,94.74,Running,
2024-01-02 17:35:00,MACH-004,Line-C,85.81,1.935,117.31,Idle,
2024-01-02 17:40:00,MACH-001,Line-B,99.36,1.995,99.9,Warning,
2024-01-02 17:45:00,MACH-004,Line-C,79.63,0.116,104.25,Running,
2024-01-02 17:50:00,MACH-004,Line-B,109.32,1.52,97.62,Fault,
2024-01-02 17:55:00,MACH-005,Line-C,96.08,1.975,104.79,Fault,Vibration Spike
2024-01-02 18:00:00,MACH-003,Line-B,73.55,0.428,114.96,Running,
2024-01-02 18:05:00,MACH-003,Line-C,93.76,2.032,100.51,Warning,Vibration Spike
2024-01-02 18:10:00,MACH-005,Line-C,92.84,1.604,92.16,Fault,
2024-01-02 18:15:00,MACH-005,Line-A,101.34,1.524,99.97,Idle,
2024-01-02 18:20:00,MACH-004,Line-C,69.93,1.148,116.19,Running,
2024-01-02 18:25:00,MACH-002,Line-A,82.75,0.375,110.2,Running,
2024-01-02 18:30:00,MACH-005,Line-B,86.51,1.848,97.12,Warning,
2024-01-02 18:35:00,MACH-001,Line-C,88.38,2.238,112.87,Idle,
2024-01-02 18:40:00,MACH-001,Line-C,100.71,1.142,99.28,Idle,
2024-01-02 18:45:00,MACH-002,Line-A,65.38,-0.204,90.74,Running,
2024-01-02 18:50:00,MACH-004,Line-C,99.58,2.193,97.78,Idle,
2024-01-02 18:55:00,MACH-002,Line-A,95.81,1.774,100.4,Warning,
2024-01-02 19:00:00,MACH-002,Line-C,75.21,-0.046,104.28,Running,
2024-01-02 19:05:00,MACH-002,Line-B,76.42,0.348,109.82,Running,
2024-01-02 19:10:00,MACH-004,Line-B,85.98,1.564,92.1,Fault,
2024-01-02 19:15:00,MACH-005,Line-B,71.15,0.683,85.59,Running,
2024-01-02 19:20:00,MACH-005,Line-B,91.74,1.57,100.36,Fault,Vibration Spike
2024-01-02 19:25:00,MACH-002,Line-B,98.98,1.658,102.68,Fault,
2024-01-02 19:30:00,MACH-004,Line-A,65.1,0.531,120.19,Running,
2024-01-02 19:35:00,MACH-005,Line-B,66.01,0.335,100.36,Running,
2024-01-02 19:40:00,MACH-004,Line-B,108.08,1.247,93.44,Fault,Overheating
2024-01-02 19:45:00,MACH-005,Line-C,95.51,1.506,106.29,Fault,
2024-01-02 19:50:00,MACH-004,Line-B,96.74,1.837,100.58,Warning,Low Pressure
2024-01-02 19:55:00,MACH-002,Line-C,88.37,1.963,109.63,Fault,Sensor Error
2024-01-02 20:00:00,MACH-004,Line-B,97.98,1.896,102.93,Fault,
2024-01-02 20:05:00,MACH-005,Line-A,60.29,0.52,89.23,Running,
2024-01-02 20:10:00,MACH-004,Line-A,73.98,0.065,100.32,Running,
2024-01-02 20:15:00,MACH-004,Line-B,91.31,0.179,115.0,Running,
2024-01-02 20:20:00,MACH-001,Line-C,78.26,0.975,92.59,Running,
2024-01-02 20:25:00,MACH-004,Line-A,60.25,0.108,88.31,Running,
2024-01-02 20:30:00,MACH-001,Line-B,84.44,1.719,113.64,Fault,
2024-01-02 20:35:00,MACH-003,Line-C,114.38,2.145,96.46,Fault,Sensor Error
2024-01-02 20:40:00,MACH-001,Line-C,88.66,0.378,127.29,Running,
2024-01-02 20:45:00,MACH-002,Line-C,82.78,1.952,94.35,Idle,
2024-01-02 20:50:00,MACH-003,Line-B,75.87,0.051,86.9,Running,
2024-01-02 20:55:00,MACH-004,Line-A,95.69,2.275,108.13,Warning,
2024-01-02 21:00:00,MACH-004,Line-C,89.42,1.222,88.89,Fault,Sensor Error
2024-01-02 21:05:00,MACH-001,Line-C,97.6,2.469,114.78,Idle,
2024-01-02 21:10:00,MACH-003,Line-B,77.28,0.21,118.29,Running,
2024-01-02 21:15:00,MACH-003,Line-C,72.03,0.629,92.0,Running,
2024-01-02 21:20:00,MACH-002,Line-C,99.04,1.183,100.24,Fault,
2024-01-02 21:25:00,MACH-004,Line-B,72.55,0.921,113.9,Running,
2024-01-02 21:30:00,MACH-004,Line-C,83.44,0.484,121.91,Running,
2024-01-02 21:35:00,MACH-003,Line-A,74.53,0.932,85.48,Running,
2024-01-02 21:40:00,MACH-003,Line-C,85.27,0.719,98.07,Running,
2024-01-02 21:45:00,MACH-003,Line-C,92.9,1.732,93.06,Idle,
2024-01-02 21:50:00,MACH-001,Line-C,99.58,1.917,111.84,Idle,
2024-01-02 21:55:00,MACH-004,Line-A,80.05,0.775,100.46,Running,
2024-01-02 22:00:00,MACH-004,Line-A,97.07,1.885,87.98,Idle,
2024-01-02 22:05:00,MACH-001,Line-B,83.69,0.33,106.24,Running,
2024-01-02 22:10:00,MACH-002,Line-C,99.44,1.793,98.72,Idle,
2024-01-02 22:15:00,MACH-002,Line-A,94.8,1.727,86.15,Warning,
2024-01-02 22:20:00,MACH-004,Line-C,97.17,1.702,113.49,Fault,
2024-01-02 22:25:00,MACH-004,Line-A,82.89,0.754,98.01,Running,
2024-01-02 22:30:00,MACH-002,Line-B,71.29,0.321,87.13,Running,
2024-01-02 22:35:00,MACH-001,Line-C,87.42,1.945,95.23,Idle,
2024-01-02 22:40:00,MACH-005,Line-A,74.91,0.249,120.12,Running,
2024-01-02 22:45:00,MACH-004,Line-A,100.75,1.824,114.23,Warning,Vibration Spike
2024-01-02 22:50:00,MACH-005,Line-C,93.59,0.442,113.41,Running,
2024-01-02 22:55:00,MACH-004,Line-B,86.72,0.323,98.23,Running,
2024-01-02 23:00:00,MACH-001,Line-B,73.86,0.474,104.83,Running,
2024-01-02 23:05:00,MACH-005,Line-B,92.68,0.256,91.48,Running,
2024-01-02 23:10:00,MACH-004,Line-A,85.65,2.047,94.4,Idle,
2024-01-02 23:15:00,MACH-003,Line-A,73.92,0.298,99.52,Running,
2024-01-02 23:20:00,MACH-005,Line-A,66.22,0.77,107.66,Running,
2024-01-02 23:25:00,MACH-003,Line-A,84.57,1.114,109.48,Idle,
2024-01-02 23:30:00,MACH-001,Line-B,82.32,0.665,86.88,Running,
2024-01-02 23:35:00,MACH-002,Line-A,78.17,0.662,100.43,Running,
2024-01-02 23:40:00,MACH-002,Line-A,81.16,1.724,98.9,Warning,
2024-01-02 23:45:00,MACH-003,Line-A,90.25,2.19,88.75,Idle,
2024-01-02 23:50:00,MACH-003,Line-B,88.82,1.765,113.88,Warning,Sensor Error
2024-01-02 23:55:00,MACH-004,Line-A,93.24,2.359,106.76,Fault,
2024-01-03 00:00:00,MACH-003,Line-A,74.88,0.64,85.68,Running,
2024-01-03 00:05:00,MACH-005,Line-A,69.26,1.075,105.45,Running,
2024-01-03 00:10:00,MACH-001,Line-C,91.62,1.915,117.92,Warning,
2024-01-03 00:15:00,MACH-004,Line-C,68.38,0.364,109.34,Running,
2024-01-03 00:20:00,MACH-003,Line-A,79.79,0.153,110.94,Running,
2024-01-03 00:25:00,MACH-002,Line-B,83.16,0.784,73.4,Running,
2024-01-03 00:30:00,MACH-001,Line-B,96.02,1.544,109.46,Warning,Sensor Error
2024-01-03 00:35:00,MACH-002,Line-C,79.56,0.265,96.68,Running,
2024-01-03 00:40:00,MACH-002,Line-C,87.18,1.609,100.93,Warning,
2024-01-03 00:45:00,MACH-002,Line-A,69.78,0.808,100.41,Running,
2024-01-03 00:50:00,MACH-005,Line-C,66.92,0.152,109.02,Running,
2024-01-03 00:55:00,MACH-004,Line-C,95.44,1.78,95.36,Idle,
2024-01-03 01:00:00,MACH-002,Line-A,115.82,1.606,105.07,Warning,
2024-01-03 01:05:00,MACH-002,Line-C,100.06,1.712,90.8,Fault,
2024-01-03 01:10:00,MACH-001,Line-A,83.61,1.785,89.45,Fault,Vibration Spike
2024-01-03 01:15:00,MACH-004,Line-B,101.6,2.015,98.36,Idle,
2024-01-03 01:20:00,MACH-003,Line-C,92.36,2.017,106.0,Warning,
2024-01-03 01:25:00,MACH-001,Line-B,77.44,0.758,106.73,Running,
2024-01-03 01:30:00,MACH-004,Line-B,54.84,0.326,102.26,Running,
2024-01-03 01:35:00,MACH-001,Line-C,81.63,0.75,112.73,Running,
2024-01-03 01:40:00,MACH-005,Line-B,78.44,1.077,109.4,Running,
2024-01-03 01:45:00,MACH-004,Line-A,105.12,1.697,93.04,Fault,Overheating
2024-01-03 01:50:00,MACH-001,Line-A,85.51,1.669,103.84,Warning,
2024-01-03 01:55:00,MACH-001,Line-A,77.08,0.984,106.58,Running,
2024-01-03 02:00:00,MACH-002,Line-C,78.45,0.241,90.17,Running,
2024-01-03 02:05:00,MACH-005,Line-A,66.6,0.603,98.04,Running,
2024-01-03 02:10:00,MACH-002,Line-B,91.06,1.855,115.56,Idle,
2024-01-03 02:15:00,MACH-001,Line-C,66.55,0.59,98.86,Running,
2024-01-03 02:20:00,MACH-004,Line-A,93.45,1.845,97.49,Idle,
2024-01-03 02:25:00,MACH-002,Line-A,70.5,0.384,120.37,Running,
2024-01-03 02:30:00,MACH-005,Line-A,95.18,2.051,89.24,Fault,
2024-01-03 02:35:00,MACH-001,Line-C,80.31,0.268,106.99,Running,
2024-01-03 02:40:00,MACH-005,Line-C,65.19,0.105,108.39,Running,
2024-01-03 02:45:00,MACH-003,Line-C,71.83,1.854,91.0,Warning,
2024-01-03 02:50:00,MACH-005,Line-B,71.15,0.622,97.05,Running,
2024-01-03 02:55:00,MACH-001,Line-A,100.11,1.552,110.34,Warning,
2024-01-03 03:00:00,MACH-002,Line-C,75.08,0.723,82.69,Running,
2024-01-03 03:05:00,MACH-001,Line-B,72.02,-0.26,86.96,Running,
2024-01-03 03:10:00,MACH-003,Line-C,79.8,0.859,105.35,Running,
2024-01-03 03:15:00,MACH-001,Line-C,83.39,1.577,76.88,Idle,
2024-01-03 03:20:00,MACH-002,Line-A,102.56,1.332,112.28,Fault,Motor Fault
2024-01-03 03:25:00,MACH-004,Line-A,73.15,0.684,103.91,Running,
2024-01-03 03:30:00,MACH-001,Line-C,112.89,1.803,101.59,Fault,
2024-01-03 03:35:00,MACH-002,Line-C,79.04,0.658,102.07,Running,
2024-01-03 03:40:00,MACH-002,Line-C,84.05,0.011,109.38,Running,
2024-01-03 03:45:00,MACH-004,Line-A,93.1,1.663,107.55,Fault,Vibration Spike
2024-01-03 03:50:00,MACH-004,Line-C,106.23,1.694,112.07,Idle,
2024-01-03 03:55:00,MACH-005,Line-A,93.72,0.567,113.15,Running,
2024-01-03 04:00:00,MACH-004,Line-C,74.33,0.251,100.26,Running,
2024-01-03 04:05:00,MACH-005,Line-C,95.43,2.199,102.74,Warning,
2024-01-03 04:10:00,MACH-002,Line-A,77.78,1.518,110.49,Idle,
2024-01-03 04:15:00,MACH-003,Line-A,85.23,0.808,118.1,Running,
2024-01-03 04:20:00,MACH-003,Line-A,94.42,2.026,107.01,Warning,Overheating
2024-01-03 04:25:00,MACH-001,Line-A,77.55,0.133,110.67,Running,
2024-01-03 04:30:00,MACH-004,Line-C,90.39,2.034,108.38,Warning,
2024-01-03 04:35:00,MACH-002,Line-A,62.59,-0.013,105.4,Running,
2024-01-03 04:40:00,MACH-003,Line-B,66.76,1.171,105.45,Running,
2024-01-03 04:45:00,MACH-002,Line-A,97.2,2.438,110.83,Idle,
2024-01-03 04:50:00,MACH-003,Line-C,104.78,1.509,86.77,Fault,
2024-01-03 04:55:00,MACH-004,Line-A,79.87,0.754,102.96,Running,
2024-01-03 05:00:00,MACH-004,Line-B,77.81,1.572,85.76,Idle,
2024-01-03 05:05:00,MACH-002,Line-B,72.07,0.872,104.0,Running,
2024-01-03 05:10:00,MACH-002,Line-C,69.58,0.743,95.93,Running,
2024-01-03 05:15:00,MACH-004,Line-C,86.32,0.668,103.9,Running,
2024-01-03 05:20:00,MACH-003,Line-C,71.09,0.525,102.45,Running,
2024-01-03 05:25:00,MACH-003,Line-B,66.19,0.313,92.3,Running,
2024-01-03 05:30:00,MACH-004,Line-B,75.94,0.584,92.73,Running,
2024-01-03 05:35:00,MACH-005,Line-A,77.31,0.77,112.56,Running,
2024-01-03 05:40:00,MACH-001,Line-C,89.45,2.111,113.12,Idle,
2024-01-03 05:45:00,MACH-001,Line-B,93.05,1.476,106.06,Warning,
2024-01-03 05:50:00,MACH-005,Line-C,71.79,0.518,112.97,Running,
2024-01-03 05:55:00,MACH-005,Line-A,87.74,1.616,87.5,Fault,
2024-01-03 06:00:00,MACH-004,Line-A,79.59,0.443,101.55,Running,
2024-01-03 06:05:00,MACH-004,Line-C,80.09,0.82,99.21,Running,
2024-01-03 06:10:00,MACH-002,Line-C,89.53,2.238,101.5,Fault,Sensor Error
2024-01-03 06:15:00,MACH-004,Line-A,91.81,2.026,90.51,Fault,
2024-01-03 06:20:00,MACH-005,Line-C,95.77,1.656,107.62,Fault,
2024-01-03 06:25:00,MACH-001,Line-B,83.36,0.372,98.23,Running,
2024-01-03 06:30:00,MACH-005,Line-B,79.51,0.337,92.66,Running,
2024-01-03 06:35:00,MACH-001,Line-C,66.39,0.473,105.5,Running,
2024-01-03 06:40:00,MACH-004,Line-B,61.96,0.875,98.84,Running,
2024-01-03 06:45:00,MACH-003,Line-B,72.63,1.049,102.34,Running,
2024-01-03 06:50:00,MACH-003,Line-A,83.71,0.005,89.33,Running,
2024-01-03 06:55:00,MACH-002,Line-B,55.33,0.82,98.25,Running,
2024-01-03 07:00:00,MACH-003,Line-B,85.02,2.016,102.62,Idle,
2024-01-03 07:05:00,MACH-004,Line-A,100.1,1.956,89.14,Fault,
2024-01-03 07:10:00,MACH-001,Line-C,72.96,0.205,102.32,Running,
2024-01-03 07:15:00,MACH-001,Line-A,65.43,0.7,117.71,Running,
2024-01-03 07:20:00,MACH-002,Line-B,57.77,0.681,97.75,Running,
2024-01-03 07:25:00,MACH-005,Line-B,88.86,1.706,93.24,Warning,Vibration Spike
2024-01-03 07:30:00,MACH-005,Line-B,103.8,1.716,91.29,Warning,Low Pressure
2024-01-03 07:35:00,MACH-001,Line-C,72.67,0.594,100.55,Running,
2024-01-03 07:40:00,MACH-002,Line-A,67.76,0.139,98.77,Running,
2024-01-03 07:45:00,MACH-001,Line-A,103.15,1.556,89.16,Warning,Low Pressure
2024-01-03 07:50:00,MACH-002,Line-B,60.12,0.048,96.35,Running,
2024-01-03 07:55:00,MACH-004,Line-B,82.77,1.596,101.79,Warning,
2024-01-03 08:00:00,MACH-005,Line-B,94.16,1.782,126.06,Fault,
2024-01-03 08:05:00,MACH-005,Line-C,94.93,1.597,95.47,Idle,
2024-01-03 08:10:00,MACH-001,Line-C,91.68,2.007,96.34,Warning,Vibration Spike
2024-01-03 08:15:00,MACH-003,Line-A,80.74,0.8,113.77,Running,
2024-01-03 08:20:00,MACH-005,Line-B,89.61,1.365,80.63,Warning,
2024-01-03 08:25:00,MACH-004,Line-C,72.08,1.767,86.82,Warning,
2024-01-03 08:30:00,MACH-002,Line-C,74.17,0.29,82.88,Running,
2024-01-03 08:35:00,MACH-003,Line-C,91.97,2.124,84.18,Fault,Sensor Error
2024-01-03 08:40:00,MACH-002,Line-A,78.42,0.59,99.01,Running,
2024-01-03 08:45:00,MACH-003,Line-C,109.52,2.038,104.99,Idle,
2024-01-03 08:50:00,MACH-003,Line-A,87.65,2.087,95.12,Warning,
2024-01-03 08:55:00,MACH-005,Line-C,95.9,2.368,109.08,Fault,
2024-01-03 09:00:00,MACH-001,Line-A,90.04,1.971,118.5,Idle,
2024-01-03 09:05:00,MACH-002,Line-B,80.23,0.172,107.01,Running,
2024-01-03 09:10:00,MACH-002,Line-A,78.27,0.356,107.86,Running,
2024-01-03 09:15:00,MACH-003,Line-A,98.5,2.107,103.91,Idle,
2024-01-03 09:20:00,MACH-002,Line-C,81.44,1.833,111.75,Fault,Low Pressure
2024-01-03 09:25:00,MACH-004,Line-A,100.8,2.088,97.87,Warning,
2024-01-03 09:30:00,MACH-005,Line-C,72.63,-0.229,113.09,Running,
2024-01-03 09:35:00,MACH-002,Line-A,66.56,0.313,87.42,Running,
2024-01-03 09:40:00,MACH-002,Line-B,99.95,1.619,109.45,Idle,
2024-01-03 09:45:00,MACH-002,Line-B,80.69,0.613,92.47,Running,
2024-01-03 09:50:00,MACH-004,Line-A,85.33,1.754,86.07,Idle,
2024-01-03 09:55:00,MACH-003,Line-B,99.93,1.8,94.0,Warning,
2024-01-03 10:00:00,MACH-001,Line-C,78.72,1.357,100.51,Running,
2024-01-03 10:05:00,MACH-002,Line-A,76.63,0.209,110.78,Running,
2024-01-03 10:10:00,MACH-004,Line-C,94.64,2.171,130.87,Idle,
2024-01-03 10:15:00,MACH-001,Line-A,102.78,1.849,97.3,Idle,
2024-01-03 10:20:00,MACH-004,Line-C,99.36,1.96,97.98,Warning,
2024-01-03 10:25:00,MACH-001,Line-C,69.82,0.378,102.2,Running,
2024-01-03 10:30:00,MACH-003,Line-C,92.46,1.502,109.62,Fault,
2024-01-03 10:35:00,MACH-001,Line-A,69.3,0.607,103.11,Running,
2024-01-03 10:40:00,MACH-005,Line-B,77.64,-0.057,109.28,Running,
2024-01-03 10:45:00,MACH-003,Line-A,73.73,0.841,102.87,Running,
2024-01-03 10:50:00,MACH-004,Line-C,75.12,0.548,104.1,Running,
2024-01-03 10:55:00,MACH-004,Line-A,77.05,0.996,94.57,Running,
2024-01-03 11:00:00,MACH-001,Line-A,69.55,0.239,107.75,Running,
2024-01-03 11:05:00,MACH-001,Line-B,74.11,0.913,86.1,Running,
2024-01-03 11:10:00,MACH-003,Line-C,106.15,2.084,118.74,Warning,Vibration Spike
2024-01-03 11:15:00,MACH-002,Line-C,79.45,0.299,108.37,Running,
2024-01-03 11:20:00,MACH-003,Line-B,107.26,2.104,104.14,Idle,
2024-01-03 11:25:00,MACH-003,Line-A,102.39,1.934,86.24,Warning,
2024-01-03 11:30:00,MACH-001,Line-B,74.08,0.402,105.51,Running,
2024-01-03 11:35:00,MACH-005,Line-B,93.33,1.717,94.31,Warning,
2024-01-03 11:40:00,MACH-003,Line-B,105.7,1.33,97.0,Fault,Overheating
2024-01-03 11:45:00,MACH-004,Line-A,58.3,0.746,93.0,Running,
2024-01-03 11:50:00,MACH-003,Line-C,90.09,2.231,92.53,Idle,
2024-01-03 11:55:00,MACH-005,Line-B,62.71,0.942,97.94,Running,
2024-01-03 12:00:00,MACH-005,Line-C,104.73,2.049,100.08,Fault,
2024-01-03 12:05:00,MACH-004,Line-C,82.37,0.704,89.16,Running,
2024-01-03 12:10:00,MACH-001,Line-A,72.1,0.363,111.37,Running,
2024-01-03 12:15:00,MACH-001,Line-A,82.29,1.845,126.46,Warning,
2024-01-03 12:20:00,MACH-005,Line-B,67.59,0.409,101.66,Running,
2024-01-03 12:25:00,MACH-005,Line-A,92.04,2.003,91.47,Warning,Vibration Spike
2024-01-03 12:30:00,MACH-004,Line-A,92.88,1.685,89.12,Idle,
2024-01-03 12:35:00,MACH-001,Line-C,100.34,1.391,84.02,Fault,
2024-01-03 12:40:00,MACH-002,Line-A,85.71,1.152,97.82,Idle,
2024-01-03 12:45:00,MACH-004,Line-B,77.02,0.112,94.87,Running,
2024-01-03 12:50:00,MACH-003,Line-B,91.54,1.84,99.64,Idle,
2024-01-03 12:55:00,MACH-003,Line-A,94.55,1.7,103.38,Fault,
2024-01-03 13:00:00,MACH-004,Line-A,80.75,0.055,93.55,Running,
2024-01-03 13:05:00,MACH-002,Line-B,78.31,0.771,95.76,Running,
2024-01-03 13:10:00,MACH-002,Line-C,87.94,2.23,113.56,Idle,
2024-01-03 13:15:00,MACH-005,Line-C,78.26,0.546,89.16,Running,
2024-01-03 13:20:00,MACH-005,Line-B,95.73,1.794,98.9,Fault,Low Pressure
2024-01-03 13:25:00,MACH-005,Line-C,84.88,1.928,78.46,Warning,
2024-01-03 13:30:00,MACH-005,Line-B,74.49,0.344,89.7,Running,
2024-01-03 13:35:00,MACH-005,Line-A,102.04,2.462,97.14,Warning,
2024-01-03 13:40:00,MACH-003,Line-C,103.64,1.739,106.9,Warning,
2024-01-03 13:45:00,MACH-005,Line-B,81.14,0.709,89.49,Running,
2024-01-03 13:50:00,MACH-005,Line-C,96.12,2.002,96.62,Idle,
2024-01-03 13:55:00,MACH-002,Line-C,83.12,1.356,79.6,Idle,
2024-01-03 14:00:00,MACH-005,Line-C,86.78,1.442,100.87,Idle,
2024-01-03 14:05:00,MACH-005,Line-C,84.74,1.689,85.49,Idle,
